"ObjGeographyID","ObjectID","GeoCodeID","Continent","SubContinent","Country","Region","River","State","County","City","Locale","Building","Excavation","Locus","Notes","LoginID","EnteredDate","Township","PoliticalRegion","Nation","RegionalCorp","VillageCorporation","CulturalRegion","Longitude","Latitude","UTM","Easting","Northing","Elevation","MapReferenceNumber","SubRegion","Lot","Concession","PrimaryDisplay","KeyFieldsSearchValue","GSRowVersion"
"40468","39759","1",,,"USA",,,"North Carolina",,"Raleigh",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Raleigh 0.000 0.000","0x000000000538B925"
"40469","40221","1",,,"USA",,,"North Carolina",,"Raleigh",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Raleigh 0.000 0.000","0x000000000538BB39"
"27323","41442","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538C0BA"
"28626","41650","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina 0.000 0.000","0x000000000538C1AB"
"28627","41651","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina 0.000 0.000","0x000000000538C1AC"
"30786","41943","1",,,"USA",,,"North Carolina",,"Beria",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Beria 0.000 0.000","0x000000000538C362"
"31054","41975","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina 0.000 0.000","0x000000000538C38E"
"31055","41976","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina 0.000 0.000","0x000000000538C38F"
"42822","43070","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina 0.000 0.000","0x000000000538C97D"
"44021","43781","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538CD11"
"44028","43782","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538CD12"
"44035","43783","1",,,"USA",,,"North Carolina",,"Asheville (near)",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Asheville (near) 0.000 0.000","0x000000000538CD13"
"44030","44146","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538CEA3"
"44024","44234","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538CF2F"
"44026","44235","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538CF30"
"44014","44476","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538D035"
"44033","44478","1",,,"USA",,,"North Carolina",,"Asheville (near)",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Asheville (near) 0.000 0.000","0x000000000538D038"
"44034","44479","1",,,"USA",,,"North Carolina",,"Asheville (near)",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Asheville (near) 0.000 0.000","0x000000000538D03B"
"44011","44713","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538D146"
"44020","44744","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538D162"
"44022","44745","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538D163"
"44023","45028","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538D290"
"44025","45029","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538D291"
"48115","46451","1",,,"USA",,,"North Carolina",,"Beria",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Beria 0.000 0.000","0x000000000538DA14"
"44027","46458","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538DA1E"
"44029","46459","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x000000000538DA1F"
"46624","46907","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina 0.000 0.000","0x000000000538DCCD"
"48116","47692","1",,,"USA",,,"North Carolina",,"Beria",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Beria 0.000 0.000","0x000000000538E13F"
"48453","47879","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina 0.000 0.000","0x000000000538E215"
"34949","48337","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina 0.000 0.000","0x000000000538E49E"
"48449","48505","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina 0.000 0.000","0x000000000538E583"
"35521","50606","1",,,"USA",,,"North Carolina",,"Durham",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Durham 0.000 0.000","0x000000000538F00E"
"51638","50892","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina 0.000 0.000","0x000000000538F17F"
"48448","51197","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina 0.000 0.000","0x000000000538F31B"
"50206","52316","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina 0.000 0.000","0x000000000538F88D"
"51200","52658","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina 0.000 0.000","0x000000000538FA1A"
"35872","52755","1",,,"USA",,,"North Carolina",,"Stem",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Stem 0.000 0.000","0x000000000538FA92"
"38684","56862","1",,,"USA",,,"North Carolina",,"Marshall",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Marshall 0.000 0.000","0x0000000005390CDF"
"38685","56863","1",,,"USA",,,"North Carolina",,"Marshall",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Marshall 0.000 0.000","0x0000000005390CE1"
"38702","56864","1",,,"USA",,,"North Carolina",,"Hot Springs",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Hot Springs 0.000 0.000","0x0000000005390CE3"
"38703","56865","1",,,"USA",,,"North Carolina",,"Hot Springs",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Hot Springs 0.000 0.000","0x0000000005390CE5"
"42114","60757","1",,,"USA",,,"North Carolina",,"Raleigh",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Raleigh 0.000 0.000","0x0000000005392348"
"44017","61796","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x00000000053927D6"
"44018","61797","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x00000000053927D7"
"44031","61798","1",,,"USA",,,"North Carolina",,"Asheville",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina Asheville 0.000 0.000","0x00000000053927D8"
"44032","61799","1",,,"USA",,,"North Carolina",,"Asheville (near)",,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"0","USA North Carolina Asheville (near) 0.000 0.000","0x00000000053927D9"
"47482","64308","1",,,"USA",,,"North Carolina",,,,,,,,"Conversion","2012-05-15 00:00:00.000",,,,,,,,,,".000",".000",,,,,,"1","USA North Carolina 0.000 0.000","0x0000000005392CF8"
"94674","88996","2",,,"United States of America",,,"North Carolina",,"Waynesville",,,,,,"rdrudge","2017-10-18 10:06:06.613",,,,,,,,,,,,,,,,,"1","United States of America North Carolina Waynesville","0x0000000009074462"
"96579","93794","2",,,"United States",,,"North Carolina","Burke County","Salem",,,,,,"christiansent","2021-08-30 13:33:12.733",,,,,,,,,,,,,,,,,"1","United States North Carolina Salem Burke County","0x0000000009733345"
"97337","94478","2",,,"United States",,,"North Carolina","Wake County","Raleigh",,,,,,"christiansent","2022-08-08 12:36:55.810",,,,,,,,,,,,,,,,,"1","United States North Carolina Raleigh Wake County","0x000000000981F06D"
